TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2012-01-02,-64
2012-04-06,-64
2012-05-21,-64
2012-07-02,-64
2012-08-06,-64
2012-09-03,-64
2012-10-08,-64
2012-11-12,-64
2012-12-25,-64
2012-12-26,-64
