TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2010-07-16,1.0537
2010-07-19,1.0559
2010-07-20,1.0526
2010-07-21,1.0427
2010-07-22,1.0376
2010-07-23,1.0373
2010-07-26,1.0312
2010-07-27,1.0357
2010-07-28,1.0357
2010-07-29,1.0370
2010-07-30,1.0290
2010-08-03,1.0225
2010-08-04,1.0185
2010-08-05,1.0158
2010-08-06,1.0273
2010-08-09,1.0266
2010-08-10,1.0348
2010-08-11,1.0456
2010-08-12,1.0434
2010-08-13,1.0402
2010-08-16,1.0432
2010-08-17,1.0312
2010-08-18,1.0289
2010-08-19,1.0399
2010-08-20,1.0500
2010-08-23,1.0514
2010-08-24,1.0563
2010-08-25,1.0642
2010-08-26,1.0546
2010-08-27,1.0546
2010-08-30,1.0562
2010-08-31,1.0639
2010-09-01,1.0497
2010-09-02,1.0520
2010-09-03,1.0411
2010-09-07,1.0427
2010-09-08,1.0359
2010-09-09,1.0328
2010-09-10,1.0358
2010-09-13,1.0279
2010-09-14,1.0222
2010-09-15,1.0282
2010-09-16,1.0274
2010-09-17,1.0331
2010-09-20,1.0281
2010-09-21,1.0315
2010-09-22,1.0327
2010-09-23,1.0310
2010-09-24,1.0263
2010-09-27,1.0260
2010-09-28,1.0306
2010-09-29,1.0300
2010-09-30,1.0298
2010-10-01,1.0215
2010-10-04,1.0234
2010-10-05,1.0168
2010-10-06,1.0073
2010-10-07,1.0166
2010-10-08,1.0136
2010-10-12,1.0110
2010-10-13,1.0030
2010-10-14,1.0036
2010-10-15,1.0108
2010-10-18,1.0149
2010-10-19,1.0298
2010-10-20,1.0245
2010-10-21,1.0233
2010-10-22,1.0263
2010-10-25,1.0198
2010-10-26,1.0223
2010-10-27,1.0320
2010-10-28,1.0202
2010-10-29,1.0188
2010-11-01,1.0136
2010-11-02,1.0099
2010-11-03,1.0092
2010-11-04,1.0024
2010-11-05,1.0015
2010-11-08,1.0022
2010-11-09,1.0013
2010-11-10,1.0017
2010-11-12,1.0080
2010-11-15,1.0065
2010-11-16,1.0231
2010-11-17,1.0207
2010-11-18,1.0174
2010-11-19,1.0208
2010-11-22,1.0187
2010-11-23,1.0245
2010-11-24,1.0108
2010-11-25,1.0083
2010-11-26,1.0191
2010-11-29,1.0227
2010-11-30,1.0264
2010-12-01,1.0160
2010-12-02,1.0046
2010-12-03,1.0060
2010-12-06,1.0058
2010-12-07,1.0093
2010-12-08,1.0099
2010-12-09,1.0098
2010-12-10,1.0093
2010-12-13,1.0046
2010-12-14,1.0041
2010-12-15,1.0035
2010-12-16,1.0056
2010-12-17,1.0124
2010-12-20,1.0178
2010-12-21,1.0175
2010-12-22,1.0148
2010-12-23,1.0095
2010-12-24,1.0064
2010-12-29,1.0003
2010-12-30,1.0009
2010-12-31,0.9946

