TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2015-01-01,
2015-01-02,1.1728
2015-01-05,1.1787
2015-01-06,1.1804
2015-01-07,1.1851
2015-01-08,1.1812
2015-01-09,1.1857
2015-01-12,1.1930
2015-01-13,1.1948
2015-01-14,1.1958
2015-01-15,1.1932
2015-01-16,1.1986
2015-01-19,1.1966
2015-01-20,1.2085
2015-01-21,1.2374
2015-01-22,1.2371
2015-01-23,1.2403
2015-01-26,1.2411
2015-01-27,1.2404
2015-01-28,1.2451
2015-01-29,1.2644
2015-01-30,1.2717
2015-02-02,1.2578
2015-02-03,1.2456
2015-02-04,1.2550
2015-02-05,1.2422
2015-02-06,1.2523
2015-02-09,1.2448
2015-02-10,1.2528
2015-02-11,1.2635
2015-02-12,1.2462
2015-02-13,1.2449
2015-02-16,
2015-02-17,1.2403
2015-02-18,1.2455
2015-02-19,1.2486
2015-02-20,1.2506
2015-02-23,1.2580
2015-02-24,1.2603
2015-02-25,1.2419
2015-02-26,1.2490
2015-02-27,1.2508
2015-03-02,1.2535
2015-03-03,1.2452
2015-03-04,1.2440
2015-03-05,1.2482
2015-03-06,1.2616
2015-03-09,1.2598
2015-03-10,1.2633
2015-03-11,1.2764
2015-03-12,1.2691
2015-03-13,1.2803
2015-03-16,1.2765
2015-03-17,1.2769
2015-03-18,1.2771
2015-03-19,1.2744
2015-03-20,1.2595
2015-03-23,1.2516
2015-03-24,1.2511
2015-03-25,1.2513
2015-03-26,1.2471
2015-03-27,1.2580
2015-03-30,1.2689
2015-03-31,1.2683
2015-04-01,1.2612
2015-04-02,1.2585
2015-04-03,
2015-04-06,1.2452
2015-04-07,1.2488
2015-04-08,1.2508
2015-04-09,1.2580
2015-04-10,1.2595
2015-04-13,1.2602
2015-04-14,1.2478
2015-04-15,1.2379
2015-04-16,1.2206
2015-04-17,1.2229
2015-04-20,1.2204
2015-04-21,1.2274
2015-04-22,1.2250
2015-04-23,1.2147
2015-04-24,1.2166
2015-04-27,1.2105
2015-04-28,1.2021
2015-04-29,1.1954
2015-04-30,1.2119
2015-05-01,1.2192
2015-05-04,1.2111
2015-05-05,1.2040
2015-05-06,1.2009
2015-05-07,1.2139
2015-05-08,1.2088
2015-05-11,1.2105
2015-05-12,1.1987
2015-05-13,1.1951
2015-05-14,1.1992
2015-05-15,1.2010
2015-05-18,
2015-05-19,1.2211
2015-05-20,1.2212
2015-05-21,1.2201
2015-05-22,1.2288
2015-05-25,1.2304
2015-05-26,1.2430
2015-05-27,1.2485
2015-05-28,1.2477
2015-05-29,1.2465
2015-06-01,1.2550
2015-06-02,1.2423
2015-06-03,1.2436
2015-06-04,1.2477
2015-06-05,1.2489
2015-06-08,1.2435
2015-06-09,1.2317
2015-06-10,1.2267
2015-06-11,1.2314
2015-06-12,1.2304
2015-06-15,1.2323
2015-06-16,1.2330
2015-06-17,1.2308
2015-06-18,1.2209
2015-06-19,1.2279
2015-06-22,1.2288
2015-06-23,1.2327
2015-06-24,1.2415
2015-06-25,1.2347
2015-06-26,1.2359
2015-06-29,1.2382
2015-06-30,1.2474
2015-07-01,
2015-07-02,1.2566
2015-07-03,1.2571
2015-07-06,1.2626
2015-07-07,1.2740
2015-07-08,1.2722
2015-07-09,1.2729
2015-07-10,1.2715
2015-07-13,1.2762
2015-07-14,1.2748
2015-07-15,1.2937
2015-07-16,1.2939
2015-07-17,1.2998
2015-07-20,1.2982
2015-07-21,1.2961
2015-07-22,1.3026
2015-07-23,1.3030
2015-07-24,1.3060
2015-07-27,1.3009
2015-07-28,1.2934
2015-07-29,1.2893
2015-07-30,1.3026
2015-07-31,1.3047
2015-08-03,
2015-08-04,1.3125
2015-08-05,1.3183
2015-08-06,1.3152
2015-08-07,1.3122
2015-08-10,1.3056
2015-08-11,1.3148
2015-08-12,1.2973
2015-08-13,1.3078
2015-08-14,1.3078
2015-08-17,1.3091
2015-08-18,1.3073
2015-08-19,1.3165
2015-08-20,1.3080
2015-08-21,1.3149
2015-08-24,1.3213
2015-08-25,1.3296
2015-08-26,1.3303
2015-08-27,1.3197
2015-08-28,1.3269
2015-08-31,1.3223
2015-09-01,1.3179
2015-09-02,1.3311
2015-09-03,1.3199
2015-09-04,1.3273
2015-09-07,
2015-09-08,1.3195
2015-09-09,1.3223
2015-09-10,1.3219
2015-09-11,1.3276
2015-09-14,1.3270
2015-09-15,1.3263
2015-09-16,1.3178
2015-09-17,1.3186
2015-09-18,1.3147
2015-09-21,1.3250
2015-09-22,1.3278
2015-09-23,1.3315
2015-09-24,1.3351
2015-09-25,1.3325
2015-09-28,1.3361
2015-09-29,1.3413
2015-09-30,1.3394
2015-10-01,1.3242
2015-10-02,1.3214
2015-10-05,1.3085
2015-10-06,1.3056
2015-10-07,1.3036
2015-10-08,1.3018
2015-10-09,1.2946
2015-10-12,
2015-10-13,1.2986
2015-10-14,1.2982
2015-10-15,1.2904
2015-10-16,1.2933
2015-10-19,1.2998
2015-10-20,1.2974
2015-10-21,1.3116
2015-10-22,1.3088
2015-10-23,1.3172
2015-10-26,1.3134
2015-10-27,1.3241
2015-10-28,1.3148
2015-10-29,1.3170
2015-10-30,1.3083
2015-11-02,1.3095
2015-11-03,1.3106
2015-11-04,1.3164
2015-11-05,1.3167
2015-11-06,1.3308
2015-11-09,1.3275
2015-11-10,1.3259
2015-11-11,
2015-11-12,1.3307
2015-11-13,1.3332
2015-11-16,1.3353
2015-11-17,1.3324
2015-11-18,1.3353
2015-11-19,1.3267
2015-11-20,1.3338
2015-11-23,1.3357
2015-11-24,1.3308
2015-11-25,1.3301
2015-11-26,1.3300
2015-11-27,1.3360
2015-11-30,1.3333
2015-12-01,1.3372
2015-12-02,1.3360
2015-12-03,1.3394
2015-12-04,1.3365
2015-12-07,1.3508
2015-12-08,1.3593
2015-12-09,1.3595
2015-12-10,1.3599
2015-12-11,1.3696
2015-12-14,1.3733
2015-12-15,1.3728
2015-12-16,1.3805
2015-12-17,1.3970
2015-12-18,1.3882
2015-12-21,1.3990
2015-12-22,1.3929
2015-12-23,1.3860
2015-12-24,1.3845
2015-12-25,
2015-12-28,
2015-12-29,1.3850
2015-12-30,1.3884
2015-12-31,1.3840

ERRORS
date,IEXE0101
2015-01-01,-64
2015-02-16,-64
2015-04-03,-64
2015-05-18,-64
2015-07-01,-64
2015-08-03,-64
2015-09-07,-64
2015-10-12,-64
2015-11-11,-64
2015-12-25,-64
2015-12-28,-64
