TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2014-09-19,1.0969
2014-09-22,1.1008
2014-09-23,1.1060
2014-09-24,1.1090
2014-09-25,1.1106
2014-09-26,1.1164
2014-09-29,1.1145
2014-09-30,1.1208
2014-10-01,1.1171
2014-10-02,1.1151
2014-10-03,1.1256
2014-10-06,1.1175
2014-10-07,1.1182
2014-10-08,1.1182
2014-10-09,1.1149
2014-10-10,1.1177
2014-10-13,
2014-10-14,1.1236
2014-10-15,1.1289
2014-10-16,1.1266
2014-10-17,1.1248
2014-10-20,1.1277
2014-10-21,1.1219
2014-10-22,1.1219
2014-10-23,1.1237
2014-10-24,1.1213
2014-10-27,1.1247
2014-10-28,1.1178
2014-10-29,1.1136
2014-10-30,1.1193
2014-10-31,1.1275
2014-11-03,1.1320
2014-11-04,1.1397
2014-11-05,1.1377
2014-11-06,1.1424
2014-11-07,1.1360
2014-11-10,1.1345
2014-11-11,
2014-11-12,1.1284
2014-11-13,1.1350
2014-11-14,1.1294
2014-11-17,1.1308
2014-11-18,1.1305
2014-11-19,1.1350
2014-11-20,1.1312
2014-11-21,1.1238
2014-11-24,1.1282
2014-11-25,1.1261
2014-11-26,1.1236
2014-11-27,1.1333
2014-11-28,1.1427
2014-12-01,1.1344
2014-12-02,1.1400
2014-12-03,1.1360
2014-12-04,1.1373
2014-12-05,1.1423
2014-12-08,1.1472
2014-12-09,1.1422
2014-12-10,1.1482
2014-12-11,1.1535
2014-12-12,1.1540
2014-12-15,1.1630
2014-12-16,1.1625
2014-12-17,1.1629
2014-12-18,1.1594
2014-12-19,1.1629
2014-12-22,1.1643
2014-12-23,1.1627
2014-12-24,1.1623
2014-12-25,
2014-12-26,
2014-12-29,1.1632
2014-12-30,1.1599
2014-12-31,1.1601

ERRORS
date,IEXE0101
2014-01-01,-64
2014-02-17,-64
2014-04-18,-64
2014-05-19,-64
2014-07-01,-64
2014-08-04,-64
2014-09-01,-64
2014-10-13,-64
2014-11-11,-64
2014-12-25,-64
2014-12-26,-64
