TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2007-05-01,1.1089
2007-05-02,1.1087
2007-05-03,1.1070
2007-05-04,1.1069
2007-05-07,1.1024
2007-05-08,1.1048
2007-05-09,1.1064
2007-05-10,1.1073
2007-05-11,1.1135
2007-05-14,1.1069
2007-05-15,1.0977
2007-05-16,1.1029
2007-05-17,1.0977
2007-05-18,1.0884
2007-05-22,1.0855
2007-05-23,1.0818
2007-05-24,1.0841
2007-05-25,1.0796
2007-05-28,1.0801
2007-05-29,1.0719
2007-05-30,1.0754
2007-05-31,1.0699
2007-06-01,1.0604
2007-06-04,1.0580
2007-06-05,1.0606
2007-06-06,1.0586
2007-06-07,1.0613
2007-06-08,1.0622
2007-06-11,1.0614
2007-06-12,1.0635
2007-06-13,1.0667
2007-06-14,1.0684
2007-06-15,1.0679
2007-06-18,1.0721
2007-06-19,1.0639
2007-06-20,1.0646
2007-06-21,1.0730
2007-06-22,1.0676
2007-06-25,1.0713
2007-06-26,1.0693
2007-06-27,1.0716
2007-06-28,1.0627
2007-06-29,1.0634
2007-07-03,1.0596
2007-07-04,1.0570
2007-07-05,1.0566
2007-07-06,1.0480
2007-07-09,1.0479
2007-07-10,1.0521
2007-07-11,1.0558
2007-07-12,1.0469
2007-07-13,1.0477
2007-07-16,1.0430
2007-07-17,1.0436
2007-07-18,1.0437
2007-07-19,1.0426
2007-07-20,1.0440
2007-07-23,1.0451
2007-07-24,1.0372
2007-07-25,1.0425
2007-07-26,1.0505
2007-07-27,1.0590
2007-07-30,1.0686
2007-07-31,1.0657
2007-08-01,1.0569
2007-08-02,1.0527
2007-08-03,1.0528
2007-08-07,1.0553
2007-08-08,1.0499
2007-08-09,1.0565
2007-08-10,1.0536
2007-08-13,1.0509
2007-08-14,1.0636
2007-08-15,1.0746
2007-08-16,1.0755
2007-08-17,1.0635
2007-08-20,1.0582
2007-08-21,1.0601
2007-08-22,1.0621
2007-08-23,1.0568
2007-08-24,1.0525
2007-08-27,1.0516
2007-08-28,1.0615
2007-08-29,1.0592
2007-08-30,1.0567
2007-08-31,1.0564
2007-09-04,1.0496
2007-09-05,1.0508
2007-09-06,1.0533
2007-09-07,1.0546
2007-09-10,1.0533
2007-09-11,1.0431
2007-09-12,1.0371
2007-09-13,1.0326
2007-09-14,1.0293
2007-09-17,1.0308
2007-09-18,1.0236
2007-09-19,1.0147
2007-09-20,1.0016
2007-09-21,1.0009
2007-09-24,1.0012
2007-09-25,1.0010
2007-09-26,1.0048
2007-09-27,1.0031
2007-09-28,0.9963
2007-10-01,0.9931
2007-10-02,1.0004
2007-10-03,0.9961
2007-10-04,0.9983
2007-10-05,0.9812
2007-10-09,0.9846
2007-10-10,0.9814
2007-10-11,0.9743
2007-10-12,0.9739
2007-10-15,0.9758
2007-10-16,0.9779
2007-10-17,0.9737
2007-10-18,0.9734
2007-10-19,0.9638
2007-10-22,0.9811
2007-10-23,0.9674
2007-10-24,0.9712
2007-10-25,0.9674
2007-10-26,0.9619
2007-10-29,0.9548
2007-10-30,0.9535
2007-10-31,0.9499
2007-11-01,0.9499
2007-11-02,0.9359
2007-11-05,0.9339
2007-11-06,0.9245
2007-11-07,0.9170
2007-11-08,0.9306
2007-11-09,0.9391
2007-11-13,0.9643
2007-11-14,0.9607
2007-11-15,0.9808
2007-11-16,0.9729
2007-11-19,0.9837
2007-11-20,0.9850
2007-11-21,0.9895
2007-11-22,0.9846
2007-11-23,0.9884
2007-11-26,0.9877
2007-11-27,0.9965
2007-11-28,0.9908
2007-11-29,0.9929
2007-11-30,1.0008
2007-12-03,1.0005
2007-12-04,1.0104
2007-12-05,1.0131
2007-12-06,1.0124
2007-12-07,1.0053
2007-12-10,1.0103
2007-12-11,1.0108
2007-12-12,1.0107
2007-12-13,1.0217
2007-12-14,1.0137
2007-12-17,1.0073
2007-12-18,1.0105
2007-12-19,1.0056
2007-12-20,0.9983
2007-12-21,0.9944
2007-12-24,0.9871
2007-12-27,0.9811
2007-12-28,0.9785
2007-12-31,0.9881

