TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2011-01-04,0.9986
2011-01-05,0.9947
2011-01-06,0.9954
2011-01-07,0.9934
2011-01-10,0.9925
2011-01-11,0.9903
2011-01-12,0.9864
2011-01-13,0.9868
2011-01-14,0.9904
2011-01-17,0.9862
2011-01-18,0.9911
2011-01-19,0.9939
2011-01-20,1.0001
2011-01-21,0.9945
2011-01-24,0.9934
2011-01-25,0.9986
2011-01-26,0.9953
2011-01-27,0.9941
2011-01-28,0.9990
2011-01-31,1.0022
2011-02-01,0.9922
2011-02-02,0.9883
2011-02-03,0.9901
2011-02-04,0.9901
2011-02-07,0.9886
2011-02-08,0.9906
2011-02-09,0.9947
2011-02-10,0.9955
2011-02-11,0.9903
2011-02-14,0.9885
2011-02-15,0.9887
2011-02-16,0.9855
2011-02-17,0.9839
2011-02-18,0.9830
2011-02-21,0.9838
2011-02-22,0.9859
2011-02-23,0.9924
2011-02-24,0.9842
2011-02-25,0.9809
2011-02-28,0.9739
2011-03-01,0.9743
2011-03-02,0.9734
2011-03-03,0.9747
2011-03-04,0.9714
2011-03-07,0.9738
2011-03-08,0.9713
2011-03-09,0.9686
2011-03-10,0.9731
2011-03-11,0.9734
2011-03-14,0.9759
2011-03-15,0.9830
2011-03-16,0.9918
2011-03-17,0.9885
2011-03-18,0.9844
2011-03-21,0.9774
2011-03-22,0.9768
2011-03-23,0.9821
2011-03-24,0.9748
2011-03-25,0.9778
2011-03-28,0.9758
2011-03-29,0.9761
2011-03-30,0.9714
2011-03-31,0.9718
2011-04-01,0.9629
2011-04-04,0.9679
2011-04-05,0.9636
2011-04-06,0.9588
2011-04-07,0.9593
2011-04-08,0.9566
2011-04-11,0.9547
2011-04-12,0.9625
2011-04-13,0.9640
2011-04-14,0.9626
2011-04-15,0.9615
2011-04-18,0.9691
2011-04-19,0.9571
2011-04-20,0.9524
2011-04-21,0.9519
2011-04-25,0.9541
2011-04-26,0.9507
2011-04-27,0.9549
2011-04-28,0.9511
2011-04-29,0.9486
2011-05-02,0.9492
2011-05-03,0.9490
2011-05-04,0.9580
2011-05-05,0.9669
2011-05-06,0.9617
2011-05-09,0.9661
2011-05-10,0.9610
2011-05-11,0.9582
2011-05-12,0.9658
2011-05-13,0.9709
2011-05-16,0.9703
2011-05-17,0.9773
2011-05-18,0.9723
2011-05-19,0.9701
2011-05-20,0.9735
2011-05-24,0.9774
2011-05-25,0.9765
2011-05-26,0.9809
2011-05-27,0.9771
2011-05-30,0.9765
2011-05-31,0.9688
2011-06-01,0.9714
2011-06-02,0.9793
2011-06-03,0.9770
2011-06-06,0.9785
2011-06-07,0.9745
2011-06-08,0.9780
2011-06-09,0.9732
2011-06-10,0.9768
2011-06-13,0.9779
2011-06-14,0.9686
2011-06-15,0.9780
2011-06-16,0.9843
2011-06-17,0.9797
2011-06-20,0.9785
2011-06-21,0.9724
2011-06-22,0.9726
2011-06-23,0.9799
2011-06-24,0.9849
2011-06-27,0.9861
2011-06-28,0.9821
2011-06-29,0.9705
2011-06-30,0.9643
2011-07-04,0.9598
2011-07-05,0.9608
2011-07-06,0.9657
2011-07-07,0.9586
2011-07-08,0.9627
2011-07-11,0.9666
2011-07-12,0.9668
2011-07-13,0.9582
2011-07-14,0.9585
2011-07-15,0.9536
2011-07-18,0.9615
2011-07-19,0.9506
2011-07-20,0.9479
2011-07-21,0.9451
2011-07-22,0.9502
2011-07-25,0.9449
2011-07-26,0.9449
2011-07-27,0.9474
2011-07-28,0.9484
2011-07-29,0.9538
2011-08-02,0.9580
2011-08-03,0.9634
2011-08-04,0.9767
2011-08-05,0.9843
2011-08-08,0.9890
2011-08-09,0.9893
2011-08-10,0.9910
2011-08-11,0.9892
2011-08-12,0.9879
2011-08-15,0.9838
2011-08-16,0.9817
2011-08-17,0.9820
2011-08-18,0.9901
2011-08-19,0.9849
2011-08-22,0.9901
2011-08-23,0.9877
2011-08-24,0.9880
2011-08-25,0.9843
2011-08-26,0.9853
2011-08-29,0.9780
2011-08-30,0.9793
2011-08-31,0.9784
2011-09-01,0.9752
2011-09-02,0.9815
2011-09-06,0.9910
2011-09-07,0.9883
2011-09-08,0.9859
2011-09-09,0.9971
2011-09-12,0.9957
2011-09-13,0.9902
2011-09-14,0.9913
2011-09-15,0.9869
2011-09-16,0.9814
2011-09-19,0.9898
2011-09-20,0.9924
2011-09-21,0.9986
2011-09-22,1.0329
2011-09-23,1.0282
2011-09-26,1.0339
2011-09-27,1.0191
2011-09-28,1.0225
2011-09-29,1.0338
2011-09-30,1.0389
2011-10-03,1.0440
2011-10-04,1.0604
2011-10-05,1.0449
2011-10-06,1.0430
2011-10-07,1.0328
2011-10-11,1.0287
2011-10-12,1.0164
2011-10-13,1.0238
2011-10-14,1.0147
2011-10-17,1.0152
2011-10-18,1.0163
2011-10-19,1.0136
2011-10-20,1.0218
2011-10-21,1.0091
2011-10-24,1.0039
2011-10-25,1.0144
2011-10-26,1.0101
2011-10-27,0.9942
2011-10-28,0.9957
2011-10-31,0.9935
2011-11-01,1.0198
2011-11-02,1.0126
