TERMS AND CONDITIONS
http://www.bankofcanada.ca/terms/

SERIES
id,label,description
IEXE0101,"USD_NOON","U.S. dollar (noon)"

OBSERVATIONS
date,IEXE0101
2011-11-03,1.0127
2011-11-04,1.0180
2011-11-07,1.0172
2011-11-08,1.0140
2011-11-09,1.0173
2011-11-10,1.0190
2011-11-14,1.0178
2011-11-15,1.0235
2011-11-16,1.0206
2011-11-17,1.0226
2011-11-18,1.0262
2011-11-21,1.0385
2011-11-22,1.0368
2011-11-23,1.0480
2011-11-24,1.0469
2011-11-25,1.0487
2011-11-28,1.0327
2011-11-29,1.0296
2011-11-30,1.0197
2011-12-01,1.0174
2011-12-02,1.0165
2011-12-05,1.0141
2011-12-06,1.0117
2011-12-07,1.0105
2011-12-08,1.0193
2011-12-09,1.0201
2011-12-12,1.0275
2011-12-13,1.0284
2011-12-14,1.0406
2011-12-15,1.0337
2011-12-16,1.0388
2011-12-19,1.0364
2011-12-20,1.0285
2011-12-21,1.0286
2011-12-22,1.0214
2011-12-23,1.0208
2011-12-28,1.0234
2011-12-29,1.0210
2011-12-30,1.0170

